id;title;Type;Description
NBI-27680;Better Support for Custom Fields in Reports;Improvement;Expand reporting functionality to include custom fields, ensuring users can generate reports that align with their unique data needs.
NBI-27717;Advanced Lead Assignment Rules;New Feature;Sales managers have requested more flexibility in lead assignment. We need to introduce advanced rules based on criteria like geography, product interest, and team availability to improve lead distribution.
NBI-27749;Opportunity stage updates not saving;Bug;Changes to opportunity stages are not being saved in some cases, causing inconsistencies in the pipeline.
NBI-27775;Sales Pipeline Overhaul;Epic;Customers have expressed difficulty using the sales pipeline effectively, so we have decided to redesign it. This includes better customization options, improved drag-and-drop functionality, and more intuitive analytics to enhance usability and support diverse workflows.
NBI-27788;Cross-team collaboration tools;New Feature;Build tools to improve collaboration across teams, such as shared task lists, mentions, and joint opportunity ownership features.
NBI-27865;Automated Data Quality Checks;New Feature;Introduce automated data quality checks to flag incomplete, inconsistent, or outdated records and suggest corrections to maintain data integrity.
NBI-27900;Shift Change Requests Workflow;Improvement;Develop a workflow for employees to request shift changes directly through the system. Managers should receive notifications, and approved changes should update the shift schedule automatically.
NBI-27929;Automated Lead Routing by Score;New Feature;Enable automatic lead assignment to sales representatives based on lead scores. This will help prioritize high-value leads for immediate attention.
NBI-27940;Customizable Reporting Schedules;New Feature;Allow users to set schedules for automatic report generation and email delivery, ensuring timely insights without manual intervention.
NBI-27955;Default bin assignments for products;Improvement;Allow users to assign default bins for products in warehouses. The system should automatically suggest these bins during stock transfers or replenishment tasks.
NBI-27970;Lead nurturing drip campaigns;New Feature;Add functionality to create and manage drip marketing campaigns that send targeted emails over time to nurture leads.
NBI-28030;AI-powered task prioritization tool;New Feature;Add an AI-driven feature to prioritize tasks based on deadlines, dependencies, and historical completion patterns. The system should provide visual indicators for high-priority tasks and suggest optimal scheduling. Administrators should have the option to enable or disable this feature.
NBI-28105;Customizable email cadence builder;New Feature;Introduce a drag-and-drop email cadence builder that allows users to create automated follow-up sequences. Users should be able to define time intervals, conditions, and content for each step. This will improve lead engagement and streamline communication efforts.
NBI-28119;Pipeline aging heatmap;New Feature;Develop a heatmap view of the sales pipeline that highlights opportunities that have been stagnant for too long. This will help sales managers identify and address bottlenecks.
NBI-28177;Lead-to-account mapping rules;New Feature;Add functionality to automatically map leads to existing accounts based on matching fields like company name or email domain.
NBI-28183;Expanded permission controls for reports;Improvement;Add detailed permission controls for report access, allowing administrators to restrict specific reports to user roles or departments. The interface should include summaries of who has access to each report. Granular permissions improve data security in multi-user environments.
NBI-28195;Faster load times for audit logs;Improvement;Optimize the audit log interface to improve load times, especially for large datasets. Administrators should be able to view logs without delays, even during peak activity periods. Faster performance ensures smooth monitoring and troubleshooting processes.
NBI-28273;Integration with sms campaign tools;New Feature;Provide integration with external SMS campaign platforms to enable sending, tracking, and managing SMS campaigns directly within the CRM.
NBI-28313;Analysis of User Feedback on Preferences Section;Investigation;Analyze feedback collected from users about the usability of the preferences section. Identify common issues such as navigation difficulties, unclear settings, or missing options. Findings should inform design updates to enhance the overall user experience.
NBI-28336;Default Currency Selection;New Feature;Add a user-specific preference to set a default currency for financial transactions. The system should prioritize this setting when displaying prices, reports, and invoices. Users should also have the option to update this in their profiles.
NBI-28370;Pipeline sort order not saving;Bug;The pipeline sort order reverts to the default setting after logging out, ignoring user preferences.
NBI-28380;Backup Encryption for Compliance;New Feature;Add encryption options for database backups to comply with regulatory requirements and protect sensitive data. Administrators should be able to enable encryption during both full and incremental backups. This will ensure secure storage of backups.
NBI-28383;Enhanced email tracking;Improvement;Add more detailed email tracking, including metrics like click-through rates, reply times, and recipient engagement scores.
NBI-28409;API integration timeout errors;Bug;Some API integrations fail with timeout errors when processing large datasets, impacting external system syncs.
NBI-28467;Database load balancer Integration;New Feature;Develop built-in integration with load balancers to distribute query workloads across replicas automatically. The system should monitor query performance and rebalance loads dynamically. This will improve scalability and prevent bottlenecks.
NBI-28490;Activity templates;New Feature;Users have asked for reusable templates for common activities. We will introduce this feature to streamline repetitive tasks like scheduling follow-ups or sending onboarding emails.
NBI-28503;Refined email campaign metrics;Improvement;Expand email campaign analytics to include additional metrics like average time to first open, bounce reasons, and unsubscribe trends.
NBI-28534;Bulk permission updates not applying;Bug;Bulk updates to user permissions are not being applied consistently, forcing administrators to make changes manually. This issue is particularly disruptive for large teams. Fixing this will improve the efficiency of permission management.
NBI-28539;Integrated employee and leave management system;Epic;Develop a unified system to integrate employee and leave management, enabling seamless synchronization of leave requests, holiday schedules, and attendance tracking. The project includes updates to workflows and notifications.
NBI-28603;Login sessions expiring prematurely;Bug;Users have reported being logged out of the app prematurely, even when the session timeout setting is configured for longer durations. This issue disrupts workflows that require frequent access. Fixing this ensures session persistence for uninterrupted use.
NBI-28617;Database sharding support;New Feature;Implement sharding capabilities to distribute large datasets across multiple database nodes. The feature should include automated shard management and failover. This will improve scalability and performance for high-volume systems.
NBI-28643;Customer feedback themes review;Investigation;Analyze feedback from customers to identify recurring themes or pain points. Use findings to prioritize upcoming improvements.
NBI-28689;Knowledge Base Integration with Tickets;New Feature;Integrate the knowledge base with the ticketing system to suggest relevant articles to agents and customers based on ticket content. The system should display suggestions during ticket creation or updates.
NBI-28723;Streamlined vendor management Module;Epic;Overhaul the vendor management module to include features like automated performance tracking, customizable contact fields, and integration with the accounting module. Tasks involve redesigning the interface and optimizing workflows for vendor-related actions.
NBI-28765;Audit trail missing changes for tax rates;Bug;Changes made to tax rates are not being recorded in the audit trail, making it difficult to track updates for compliance purposes. Users have requested better visibility for tax-related modifications.
NBI-28831;Submit form not responsive;Bug;Ensure the submit form responds correctly when clicked.
NBI-28867;Bulk role assignment tool;New Feature;Add a tool for assigning roles to multiple users in bulk, with options to filter users by department, location, or activity level. This will streamline the process of managing large user groups. Administrators can save significant time on role updates.
NBI-28869;Error in purchase order pdf generation;Bug;Users reported that purchase order PDFs occasionally display incorrect totals when taxes are applied. Investigating and resolving this ensures accurate PDF generation for all purchase orders.
NBI-28904;Multi-Language Documentation Project;Epic;Undertake a project to translate all user documentation into multiple languages, prioritizing major markets like Spanish, French, and German. The project will include building a workflow for keeping translations updated. This will enhance The system’s accessibility for international users.
NBI-28907;Refined opportunity merge tool;Improvement;Enhance the opportunity merge tool to provide a preview of merged fields and conflict resolution options, improving data consistency.
NBI-29052;Mass Update for Opportunities;Improvement;Customers find it time-consuming to update opportunities individually. We will introduce a mass update feature to allow bulk changes to fields like stages, owners, and expected closing dates.
NBI-29059;Real-Time Attendance Updates;Improvement;Ensure attendance data updates in real time across all modules, including dashboards and reports. The system should eliminate delays caused by manual synchronization or background processing.
NBI-29131;Cycle Count Accuracy Study;Investigation;Perform a study to evaluate the accuracy of cycle count results compared to actual stock levels. The findings should highlight potential gaps in the counting process or system errors affecting accuracy.
NBI-29140;Employee Well-Being Survey Integration;New Feature;Build an integration to distribute well-being surveys to employees and collect responses in real-time. The module should include customizable templates and automated reminders. Survey results should be accessible through an analytics dashboard for managers.
NBI-29181;Task filters reset automatically;Bug;Applied filters in the task view reset after refreshing the page.
NBI-29247;Dynamic Product Bundling;New Feature;Add a dynamic product bundling feature for e-commerce, allowing customers to select multiple related items as a single bundle. The feature should include automatic discount application for bundles. This will enhance user experience and increase average order value.
NBI-29318;Integration with Survey Tools;New Feature;Enable integration with popular survey platforms to collect customer feedback and sync responses with CRM records for analysis.
NBI-29325;Bulk role updates resetting preferences;Bug;Bulk updates to user roles are resetting their individual preferences, such as notifications and themes. Administrators have flagged this as a major inconvenience during large-scale updates. Addressing this prevents unnecessary reconfiguration for affected users.
NBI-29338;Error Saving Drafts in Offline Mode;Bug;Users have reported that saving drafts in offline mode occasionally fails, leading to data loss when reconnecting. The app should ensure that drafts are stored locally until they can sync with the server. Resolving this issue prevents loss of work for users in areas with unreliable networks.
NBI-29342;Review of Task dependency management issues;Investigation;Examine recurring issues with task dependencies, including delays in updates and broken links. The findings should guide improvements to dependency tracking logic.
NBI-29367;Profile updates not reflecting in linked modules;Bug;Changes made to employee profiles, such as updated contact details or roles, are not syncing properly with linked modules like attendance and payroll. The issue requires investigation to ensure data consistency.
NBI-29388;Duplicate files being uploaded;Bug;The system is allowing duplicate files to be uploaded without flagging them, leading to clutter and confusion. Implementing a duplicate detection mechanism should address this issue and prompt users to rename or overwrite files as needed.
NBI-29423;Customizable notifications;Improvement;Users want more control over the types of notifications they receive. We will allow users to configure notifications by type, frequency, and delivery method, tailoring updates to their preferences.
NBI-29426;Customizable Notification Preferences;Improvement;Allow users to customize the frequency and type of notifications they receive, such as email, in-app, or mobile alerts.
NBI-29442;Multi-Currency Conversion Errors in Reports;Bug;Financial reports are displaying incorrect conversions for multi-currency transactions, particularly for custom exchange rates. Users have flagged this issue during quarterly reconciliations. Fixing this ensures accurate data in all financial reports.
NBI-29490;Smart Email Content Recommendations;New Feature;Use AI to recommend email content based on the recipient’s past interactions, preferences, and demographics. This will improve personalization and engagement rates.
NBI-29509;Advanced Contact Segmentation;New Feature;Introduce advanced segmentation tools that allow users to create contact groups based on behavioral patterns, purchase history, and demographics.
NBI-29514;Field configuration best practices;Documentation;Develop a guide on configuring fields, including naming conventions, validation rules, and usage examples to maintain data consistency across the CRM.
NBI-29544;Cross-selling recommendations;New Feature;Sales teams have asked for suggestions on cross-selling opportunities. We will use customer purchase history to recommend related products or services that sales representatives can pitch during conversations.
NBI-29600;Unified billing and subscription Module;Epic;Develop a unified module to integrate billing and subscription management into a single interface. The project will involve syncing payment details, automating billing cycles, and enhancing analytics for combined subscription and revenue metrics.
NBI-29617;Document approval workflow updates;Improvement;Update the document approval workflow to include multi-step processes with notifications at each stage. Approvers should have the ability to request changes or add comments directly within the workflow. The system should log all actions for audit purposes.
NBI-29620;Deal probability prediction;New Feature;Users have asked for better forecasting of deal success. We will implement an AI-based feature to predict deal probabilities based on historical data, customer behavior, and industry trends.
NBI-29622;Improved notification scheduling;Improvement;Introduce notification scheduling options to control when reminders and updates are sent, avoiding after-hours disruptions.
NBI-29624;Time-Based Data Filters;Improvement;Introduce advanced time-based filters for records, such as “last 30 days,” “last quarter,” or “year-to-date,” to enhance reporting and analytics.
NBI-29636;Faster load times for large accounts;Improvement;Optimize the load times for accounts with extensive associated records, such as activities, opportunities, and emails.
NBI-29661;Incorrect Overtime Calculations;Bug;Overtime hours are being calculated incorrectly for employees who work split shifts. The system is not factoring in the split when summing hours.
NBI-29865;Pipeline Filters Not Persisting;Bug;Some users have encountered an issue where pipeline filters reset after refreshing the page.
NBI-29919;Pipeline filters not saving properly;Bug;Users have reported that saved pipeline filters reset after logging out, requiring them to recreate filters each session.
NBI-30015;User Session Management Panel;New Feature;Introduce a panel for managing active user sessions, including the ability to terminate sessions remotely. Administrators should see session details like IP address, device type, and login time. This will enhance security and system control.
NBI-30041;Smart follow-up suggestions;New Feature;Implement a feature that suggests follow-up actions for leads and opportunities based on recent activities, such as unanswered emails or calls.
NBI-30063;Reopened: Duplicate Tickets after Email Parsing update;Bug;This issue had been resolved previously, but it seems to have resurfaced after implementing a new email parsing feature that supports attachments. The new parsing logic might not be handling ticket ID detection correctly.
NBI-30063;Opportunity stage reversion issue;Bug;Some users report that opportunity stages revert to the previous value after editing, resulting in inaccurate pipeline data.
NBI-30080;Streamlined Security Settings Interface;Improvement;Reorganize the security settings interface to group related preferences, such as two-factor authentication and password policies. Users should see a clear hierarchy of settings under specific headings. The changes reduce visual clutter and improve navigation.
NBI-30084;Session expiry not triggering logouts;Bug;User sessions are not expiring as configured, allowing extended access beyond the defined timeout periods. This issue poses security risks for sensitive accounts. Fixing the session expiry mechanism ensures compliance with timeout policies.
NBI-30091;New Pop-Up Message Design;New Feature;The current pop-up messages in the legacy UI look outdated and don’t match the newer sections of the platform. We need to update them to be consistent.
NBI-30123;Incorrect sorting in employee listings;Bug;Employee listings are not sorting correctly by hire date or department when filters are applied. Users have reported discrepancies when viewing filtered lists.
NBI-30213;Delayed email notifications for quotes;Bug;Quote acceptance emails are being sent hours after customer actions, causing delays in follow-up processes. This issue is disrupting workflows for sales teams relying on timely updates. Ensuring real-time notifications resolves the delay and improves responsiveness.
NBI-30395;Testing Offline Mode Across Regions;Investigation;Conduct tests on offline mode functionality in different regions with varying network conditions. Include scenarios like record creation, sync conflicts, and file attachments. Results should identify areas needing optimization for better offline performance.
NBI-30399;Recurring activities not saving changes;Bug;Users are unable to save edits to recurring activities, with changes reverting back to the default values after submission.
NBI-30444;Overtime Tracking Module;New Feature;Add an overtime tracking module to calculate hours worked beyond regular shifts. The system should allow managers to review and approve overtime records before they are finalized.
NBI-30469;interactive customer timeline;New Feature;Add an interactive timeline to customer profiles, showing all interactions, deals, and activities in chronological order for easy reference.
NBI-30492;Smart Suggestions for Opportunity Fields;New Feature;Implement smart suggestions for opportunity fields like expected close date or priority based on AI predictions, saving time for sales reps.
NBI-30535;Agent Reassignments Not Saving Correctly;Bug;Ticket reassignments are not saving properly, causing some tickets to revert to the previous assignee. The issue occurs intermittently and disrupts agent workflows.
NBI-30550;Incorrect Priority Sorting in Ticket Lists;Bug;Ticket lists sorted by priority are not displaying tickets in the correct order. This issue has been flagged for lists with a mix of high, medium, and low priority tickets.
NBI-30562;Localization review for settings menu;Investigation;Conduct a review of the settings menu to ensure proper localization across all supported languages. Focus on module names, descriptions, and tooltips for accuracy and cultural appropriateness. The investigation will highlight areas needing translation improvements.
NBI-30570;Streamlined customer portal login;Improvement;Simplify the login process for customer portals by supporting social media login options like Google and Facebook. The system should also provide a passwordless login feature via email links. These enhancements will improve customer convenience and adoption rates.
NBI-30644;Lead Scoring Customization;New Feature;Customers expressed a need to customize lead scoring models to better align with their sales strategies. We decided to implement a feature that allows users to define scoring criteria, such as industry, region, and deal size. This ensures the scoring reflects business-specific priorities.
NBI-30677;Pipeline sorting issues;Bug;Users have reported that pipeline sorting preferences are not saving correctly, forcing them to reapply settings after logging in again. This disrupts workflows and should be addressed.
NBI-30682;Facial recognition for attendance;New Feature;Introduce a facial recognition system for recording attendance. Cameras at entry points should capture and match faces with employee records, and attendance should be logged only for verified matches.
NBI-30691;Shift Change Requests Not Logging;Bug;Requests for shift changes are not being logged correctly in the system, causing gaps in audit trails. Managers reported missing records for approved and denied requests.
NBI-30714;Opportunity History Tracking API;New Feature;Add an API to retrieve the full history of opportunity changes, including stage updates, field edits, and ownership transfers. This should support filtering by date range or specific fields. Developers can use this for auditing and performance analysis purposes.
NBI-30740;Database role templates;New Feature;Allow administrators to create templates for database roles with predefined permissions. Templates should include common settings like read-only, admin, and data analyst roles. This will simplify user role management and improve consistency across projects.
NBI-30772;Mobile app fingerprint authentication;New Feature;Implement fingerprint authentication for the mobile app to enhance security and improve accessibility. Users should be able to enable this option from their account settings. This feature will save time during login while maintaining strong security standards.
NBI-30780;Mobile-friendly CRM Dashboard;Improvement;Users shared feedback that the CRM dashboard was hard to navigate on mobile devices. We are redesigning the interface to include larger touchpoints, better responsiveness, and mobile-specific shortcuts. This ensures sales teams can work effectively while on the move.
NBI-30784;Activity completion insights;New Feature;Add a feature that tracks completion rates for scheduled activities and highlights overdue tasks for better performance management.
NBI-30790;Integration with Calendar Apps;New Feature;Users want seamless calendar synchronization. We will integrate the CRM with popular calendar apps like Google Calendar and Outlook to ensure appointments and tasks are synced across platforms.
NBI-30824;Custom cancellation reasons;New Feature;Introduce a feature to capture reasons for subscription cancellations. Users canceling their subscriptions should be prompted to select from predefined reasons or provide a custom explanation. Administrators should have access to view and analyze these responses.
NBI-30826;Leave Requests Not Appearing in Approver Dashboard;Bug;Summary: Pending leave requests are missing from the manager’s dashboard.  Steps to Reproduce:  1. Submit a leave request as an employee.  2. Log in as the manager assigned to approve the request.  3. Check the manager’s dashboard for pending requests.  Actual Result: The leave request does not appear in the dashboard.  Expected Result: All pending leave requests should be visible to managers in their dashboards.
NBI-30828;Report filters reset after export;Bug;Filters applied to reports are resetting after exporting, forcing users to reapply them each time.
NBI-30842;Investigation of vendor sync performance issues;Investigation;Investigate performance delays during vendor synchronization processes, particularly when syncing large vendor databases. The investigation should identify bottlenecks and recommend optimizations for faster syncs.
NBI-30846;Improved search filters for CRM records;Improvement;Customers reported difficulty finding specific leads or opportunities in large datasets. We are improving the search functionality by introducing advanced filters, such as by last activity date, assigned rep, or custom fields. This enhancement makes searching faster and more precise.
NBI-31018;Feedback categories for better organization;New Feature;Add functionality to categorize feedback into predefined groups such as “Bugs,” “Feature Requests,” and “General Suggestions.” Users should be able to select a category when submitting feedback. This categorization will improve the organization and review of feedback entries.
NBI-31047;Integration with Social Media Platforms;New Feature;Add integration with platforms like Facebook, Twitter, and LinkedIn to promote events and track engagement. Organizers should be able to share event updates directly from the platform and monitor metrics like likes, shares, and RSVPs.
NBI-31051;Enhanced API Rate Limiting;New Feature;Introduce a configurable API rate-limiting system to provide flexibility based on user roles and integration requirements. Administrators should be able to define thresholds for requests per second or minute. This will help prevent abuse while supporting legitimate high-frequency use.
NBI-31060;Optimized dashboard widget loading;Improvement;Speed up the loading of dashboard widgets for users with complex configurations or extensive datasets.
NBI-31082;Team collaboration dashboard;New Feature;Build a dashboard that highlights team collaboration metrics, such as shared notes, mentions, and jointly managed opportunities.
NBI-31106;Search results not updating after filters applied;Bug;The candidate search results do not update immediately when new filters are applied. Recruiters have to refresh the page to see updated results. Fixing this ensures that search filters work as intended in real time.
NBI-31142;Custom token scopes for apis;New Feature;Introduce support for custom scopes in API tokens, allowing developers to specify the exact permissions required. Scopes should include fine-grained options like read-only, write-specific fields, or access to particular endpoints. This will improve security and minimize unnecessary access.
NBI-31163;Improved sync for attachments;Improvement;Refactor the file attachment sync process to handle larger files and maintain better upload reliability. Users should see progress indicators for uploads and receive error messages for failed attempts. This improvement ensures attachments are synced without delays or data corruption.
NBI-31171;Employee dashboard customization;Improvement;Allow employees to customize their dashboard views by selecting widgets, rearranging layouts, and hiding unused sections. Administrators should be able to define default layouts for consistency.
NBI-31171;Inventory updates failing for bulk edits;Bug;Bulk edits in the inventory module are failing to save, particularly when updating product quantities. Users have reported this issue disrupts stock management. Fixing this will improve the efficiency of inventory adjustments.
NBI-31205;Expanded integration logs;Improvement;Improve integration logs to include detailed error descriptions, timestamps, and resolution suggestions for troubleshooting API sync issues.
NBI-31230;Refined Product Catalog Search;Improvement;Enhance search functionality in the product catalog to include filters for categories, pricing tiers, and availability.
NBI-31252;Holiday and leave Integration;New Feature;Integrate the attendance module with the holiday and leave management system. Approved leaves or holidays should automatically reflect in attendance records, avoiding manual adjustments.
NBI-31271;Custom billing cycles for subscriptions;Improvement;Enable administrators to configure custom billing cycles, such as bi-annual or quarterly, for specific subscription plans. The system should calculate prorated charges and adjust renewal schedules automatically.
NBI-31335;Detailed Documentation for Proration Rules;Documentation;Develop comprehensive documentation explaining the proration rules for mid-cycle subscription changes. Include examples of upgrades, downgrades, and feature-based adjustments to clarify how charges are calculated.
NBI-31378;Search bar not accepting input;Bug;Typing in the search bar does not register any input
NBI-31389;Email campaign open rates inaccurate;Bug;Open rates for email campaigns are being miscalculated, particularly for forwarded emails, resulting in misleading engagement metrics.
NBI-31398;Advanced notification preferences for employees;Improvement;Add settings for employees to customize notifications, such as enabling or disabling alerts for birthdays, leave approvals, or policy updates. Administrators should be able to enforce mandatory notifications for critical updates.
NBI-31408;Streamlined Contact Merging;Improvement;Improve the contact merging process by providing previews of potential duplicates and better conflict resolution options.
NBI-31442;Opportunity aging report filters;Improvement;Enhance the opportunity aging report by adding filters for stage, owner, and time period, allowing more granular insights.
NBI-31602;Smart resource allocation;New Feature;Introduce a resource allocation tool that assigns sales reps to opportunities based on workload, expertise, and past success rates.
NBI-31629;Improved Search for Attendance Records;Improvement;Enhance the search functionality for attendance records to include filters like employee name, department, date range, and check-in location. Users should also be able to save frequently used search filters.
NBI-31633;Customizable chart of accounts templates;Improvement;Allow users to create and save templates for the chart of accounts, including predefined account structures for specific industries. Users should be able to apply these templates when setting up new accounts.
NBI-31687;Scheduled user permission audits;New Feature;Add functionality to schedule automatic audits of user permissions to identify potential inconsistencies. Reports should highlight users with excessive access and provide recommendations for adjustments. Proactive audits help maintain compliance and reduce security risks.
NBI-31741;Webhook payload includes extra fields;Bug;Webhook payloads are including extra fields that are not part of the documented schema, causing issues for downstream systems. Developers have reported this as a breaking change for their integrations. Fixing this will ensure adherence to the documented payload structure.
NBI-31759;Improved Reporting Filters for Sales;Improvement;Add advanced filtering options to sales reports, such as filtering by product type, region, or sales representative. Users should be able to save and apply these filters to recurring reports. The updated filters should work seamlessly with existing reporting dashboards.
NBI-31845;Query Planner Ignoring Indexes;Bug;The query planner is ignoring available indexes for certain queries, resulting in unnecessary full table scans. This issue is impacting performance for complex joins and large datasets. Fixing this will ensure the query planner optimally utilizes existing indexes.
NBI-31889;Database Query Simulation Tool;New Feature;Develop a tool to simulate query execution plans without modifying live data. The tool should provide detailed metrics like execution time estimates, resource usage, and potential bottlenecks. This will help developers and DBAs optimize queries before deploying them.
NBI-31927;Missing SLA Compliance Metrics in Reports;Bug;SLA compliance metrics are not appearing in performance reports for certain tickets, especially those created through integrations. This issue needs investigation to ensure accurate tracking of SLA adherence.
NBI-31928;Team calendar Integration;New Feature;Create a team calendar that integrates with task schedules, showing deadlines, milestones, and availability. The calendar should sync with external tools like Google Calendar or Outlook.
NBI-31930;Default response templates for agents;Improvement;Provide a library of default response templates for common ticket scenarios. Agents should be able to customize and save templates for faster replies.
NBI-31949;Dynamic pricing Integration;New Feature;Build an integration for dynamic pricing tools that adjusts opportunity values based on market conditions, demand, or customer segmentation.
NBI-32002;Data export API enhancements;New Feature;Enhance the data export API to include support for custom fields, advanced filters, and additional output formats like JSON or XML. Administrators should also be able to schedule exports via API. This will improve flexibility for integrating with external reporting tools.
NBI-32042;Simplified Access to Historical Data;Improvement;Improve access to archived records by adding an archive search filter in global search and advanced search menus.
NBI-32054;Integration with hr software;New Feature;Provide integration with HR platforms (e.g., Workday, BambooHR) to sync employee contact information, job roles, and onboarding tasks with CRM records.
NBI-32120;Gantt Chart View for Project Planning;New Feature;Add a Gantt chart view to visually represent project timelines, tasks, and dependencies. Users should be able to adjust task durations and dependencies directly from the chart.
NBI-32126;Product catalog integration;New Feature;Add a feature to integrate product catalogs with opportunities, enabling sales reps to link products and calculate deal value directly in the CRM.
NBI-32170;Comprehensive employee Module upgrade;Epic;Plan and execute a comprehensive upgrade to the employee module, including features for performance reviews, attendance tracking, and benefits management. This epic will involve integrating multiple existing modules and developing new workflows. The result will be a more robust HR system.
NBI-32227;Customizable attendance reports;Improvement;Allow users to generate customizable attendance reports, including fields like hours worked, late check-ins, and overtime. Reports should support multiple formats, such as PDF and Excel, for exporting.
NBI-32262;Optimized Report Load Times;Improvement;Address performance issues in loading large reports, ensuring faster response times for users generating detailed analytics.
NBI-32264;Search Filters Not Retaining Settings;Bug;Summary: Search filters in reports reset unexpectedly.  Steps to Reproduce:  1. Open the reporting module and apply search filters (e.g., by date or category).  2. View the filtered report.  3. Navigate to another module and return to the report.  Actual Result: The filters are reset, requiring reconfiguration.  Expected Result: Search filters should be retained until manually cleared by the user.
NBI-32272;Automated Customer feedback collection;New Feature;Introduce a feature to automatically send customer feedback requests after key interactions, such as deal closure or service delivery. The collected feedback should integrate directly into the CRM for analysis.
NBI-32295;File attachments failing to upload;Bug;Users are unable to upload certain file attachments due to a system error, impacting their ability to document opportunities and activities.
NBI-32425;Customizable financial dashboards;New Feature;Add an option for users to design their own financial dashboards, including widgets for revenue, expenses, and profit tracking. Users should be able to save and share their layouts with team members. Configurable dashboards will cater to specific business needs.
NBI-32460;Easier invoice reconciliation process;Improvement;Simplify the invoice reconciliation process by suggesting matches based on transaction amounts, dates, and descriptions. Users should be able to review and confirm matches with minimal clicks. Handling large volumes of invoices becomes significantly easier.
NBI-32505;Deal Win-Loss Analysis Report;New Feature;Build a report that tracks win-loss ratios by sales representative, product, and region. Include visualizations and insights to identify trends.
NBI-32551;Comprehensive CRM performance optimization;Epic;Customers managing large datasets reported significant slowdowns in the CRM interface. This epic will focus on optimizing query performance, improving load times, and enhancing responsiveness across all CRM modules. Tasks include database indexing and frontend optimizations.
NBI-32588;Custom sorting for opportunity pipelines;Improvement;Allow users to define custom sorting rules for opportunities within pipelines, such as sorting by deal size, last interaction date, or probability. Administrators should be able to enforce default sorting for specific roles. The preferences should persist across user sessions.
NBI-32682;Default email templates for teams;Improvement;Teams often requested standardized email templates for outreach campaigns. We are implementing a feature that allows managers to define default templates for specific teams, ensuring consistent messaging. This also simplifies email creation for sales reps across the organization.
NBI-32733;Refined Lead Conversion Flow;Improvement;Simplify the lead conversion process by introducing guided steps and better mapping options for associated fields like contacts and opportunities.
NBI-32769;Alerts for missing check-outs;Improvement;Add an alert system to notify employees and managers when a check-out is not recorded for the day. The system should allow employees to submit corrections and managers to approve them.
NBI-32782;Improved API error handling;Improvement;Refine the API error handling mechanism to provide more descriptive error messages and suggest potential fixes for integration developers.
NBI-32801;Feedback voting patterns analysis;Investigation;Analyze voting patterns to understand which types of feedback tend to receive the most votes. The investigation should examine categories, submission times, and user roles. Results will help administrators prioritize the most impactful feedback entries for action.
NBI-32844;Feedback reply editor freezing;Bug;The text editor for replying to feedback freezes intermittently when users type long responses. The issue has been reported on both desktop and mobile devices. Optimizing the editor’s performance resolves this problem and ensures smooth interaction.
NBI-32951;Crm training documentation overhaul;Epic;Sales teams requested clearer documentation to onboard new users effectively. This project involves rewriting CRM user guides, adding video tutorials, and creating role-specific quick-start manuals. Comprehensive documentation ensures faster adoption and reduced support queries.
NBI-32987;Task start dates not updating automatically;Bug;When parent tasks are delayed, dependent tasks are not automatically updating their start dates as expected. The issue disrupts project timelines and requires manual intervention.
NBI-33081;Advanced API integration guide;Documentation;Create a detailed guide for developers integrating with the CRM API. Include examples for complex use cases like custom field mapping, error handling, and bulk operations.
NBI-33129;Error When Editing Attendance Records;Bug;Users reported errors when trying to edit attendance records for employees with split shifts. The issue prevents manual corrections to inaccurate records.
NBI-33171;Streamlined vendor payment processing;Improvement;Optimize the vendor payment workflow by combining related steps into a single interface. Users should be able to select multiple invoices for batch payment and review totals before confirmation. The updated process reduces redundant clicks and improves usability.
NBI-33204;Incorrect Date Formatting in Exports;Bug;Date formats in exported reports are inconsistent with user locale settings, causing confusion during analysis.
NBI-33281;Email Campaign Open Rates Overestimated;Bug;Open rates for email campaigns are being overestimated due to duplicate tracking events, resulting in misleading engagement data.
NBI-33515;Incorrect revenue calculation in reports;Bug;Reports calculating total revenue sometimes display incorrect figures due to rounding errors in multi-currency conversions.
NBI-33569;Contact notes formatting;Improvement;Add support for rich text formatting in contact notes, including bold, italics, and bullet points, to improve readability.
NBI-33576;Improved Email Open Rate Tracking;Improvement;Refactor email tracking to provide more accurate open rates, accounting for multiple devices and forwarded emails.
NBI-33650;Localized accessibility features update;Epic;Expand accessibility features in the preferences section, ensuring all languages and regions are supported. Tasks include adjusting layouts for RTL languages and refining screen reader compatibility. The project will make the system more inclusive for users worldwide.
NBI-33669;Email Campaign Metrics Not Updating;Bug;Email campaign metrics like open rates and click-through rates are not updating in real-time. Users have reported delays of several hours before updates appear. Fixing this issue will improve the reliability of marketing analytics.
NBI-33676;Email Campaign Metrics Incorrect;Bug;Metrics like open rates and click-through rates are being calculated incorrectly, particularly for forwarded emails.
NBI-33702;Customizable Subscription Invoices;Improvement;Allow users to customize the layout and content of subscription invoices. The customization options should include adding a logo, payment terms, and a summary of benefits associated with the subscription.
NBI-33768;Mobile GPS Attendance Not Accurate;Bug;Summary: GPS attendance tracking is unreliable.  Steps to Reproduce:  1. Log attendance from a mobile device using the attendance app.  2. Ensure GPS permissions are granted to the app.  3. Check the logged GPS location in the system.  Actual Result: The system logs an inaccurate or approximate location, even when the device is stationary.  Expected Result: The logged location should match the employee’s actual position precisely.  Environment: Observed on Android 12 and iOS 15 devices using Attendance App v3.0.
